0	In             	O               	[NA]                	[0]
37	county         	B-PLACE         	[landmark]          	[35]
38	of             	O               	[NA]                	[38]
39	Vrancea        	B-PLACE         	[NA]                	[39]
40	We             	B-SPATIAL_ENTITY	[mover, mover]      	[43, 45]
41	continued      	O               	[NA]                	[41]
42	our            	O               	[NA]                	[42]
43	journey        	B-MOTION        	[NA]                	[43]
44	,              	O               	[NA]                	[44]
45	heading        	B-MOTION        	[NA]                	[45]
46	west           	B-MOTION_SIGNAL 	[NA]                	[46]
47	,              	O               	[NA]                	[47]
48	towards        	B-MOTION_SIGNAL 	[NA]                	[48]
49	Panciu         	B-PLACE         	[NA]                	[49]
50	.              	O               	[NA]                	[50]


0	The            	O               	[NA]                	[0]
1	closest        	O               	[NA]                	[1]
2	area           	B-PATH          	[locatedIn, trajector]	[5, 14]
3	of             	O               	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	road           	B-PATH          	[trajector]         	[6]
6	to             	B-SPATIAL_SIGNAL	[NA]                	[6]
7	the            	O               	[NA]                	[7]
8	confluence     	B-PLACE         	[landmark]          	[6]
9	(              	O               	[NA]                	[9]
10	4.8            	B-MEASURE       	[NA]                	[10]
11	km             	I-MEASURE       	[NA]                	[11]
12	)              	O               	[NA]                	[12]
13	is             	O               	[NA]                	[13]
14	in             	B-SPATIAL_SIGNAL	[NA]                	[14]
15	the            	O               	[NA]                	[15]
16	vicinity       	B-PLACE         	[landmark]          	[14]
17	of             	O               	[NA]                	[17]
18	the            	O               	[NA]                	[18]
19	Ecaterina      	B-PLACE         	[locatedIn]         	[16]
20	Teodoroiu      	I-PLACE         	[NA]                	[20]
21	monument       	I-PLACE         	[NA]                	[21]
22	(              	O               	[NA]                	[22]
23	Romanian       	O               	[NA]                	[23]
24	female         	O               	[NA]                	[24]
25	hero           	O               	[NA]                	[25]
26	of             	O               	[NA]                	[26]
27	the            	O               	[NA]                	[27]
28	First          	O               	[NA]                	[28]
29	World          	O               	[NA]                	[29]
30	War            	O               	[NA]                	[30]
31	)              	O               	[NA]                	[31]
32	.              	O               	[NA]                	[32]


0	Because        	O               	[NA]                	[0]
1	a              	O               	[NA]                	[1]
2	dirtroad       	B-PATH          	[mover, mover]      	[19, 3]
3	started        	B-MOTION        	[NA]                	[3]
4	right          	O               	[NA]                	[4]
5	at             	B-MOTION_SIGNAL 	[NA]                	[5]
6	the            	O               	[NA]                	[6]
7	monument       	B-PLACE         	[trajector]         	[9]
8	(              	O               	[NA]                	[8]
9	on             	B-SPATIAL_SIGNAL	[NA]                	[9]
10	the            	I-SPATIAL_SIGNAL	[NA]                	[10]
11	right          	I-SPATIAL_SIGNAL	[NA]                	[11]
12	coming         	B-MOTION        	[landmark]          	[9]
13	from           	B-MOTION_SIGNAL 	[NA]                	[13]
14	Panciu         	B-PLACE         	[NA]                	[14]
15	)              	O               	[NA]                	[15]
16	and            	O               	[NA]                	[16]
17	seemed         	O               	[NA]                	[17]
18	to             	O               	[NA]                	[18]
19	head           	B-MOTION        	[NA]                	[19]
20	exactly        	O               	[NA]                	[20]
21	towards        	B-MOTION_SIGNAL 	[NA]                	[21]
22	the            	O               	[NA]                	[22]
23	target         	O               	[NA]                	[23]
24	point          	B-PLACE         	[NA]                	[24]
25	(              	O               	[NA]                	[25]
26	direction      	B-MOTION_SIGNAL 	[NA]                	[26]
27	North-North-West	I-MOTION_SIGNAL 	[NA]                	[27]
28	)              	O               	[NA]                	[28]
29	,              	O               	[NA]                	[29]
30	we             	B-SPATIAL_ENTITY	[mover, mover]      	[31, 37]
31	left           	B-MOTION        	[NA]                	[31]
32	the            	O               	[NA]                	[32]
33	car            	B-SPATIAL_ENTITY	[NA]                	[33]
34	and            	O               	[NA]                	[34]
35	continued      	O               	[NA]                	[35]
36	our            	O               	[NA]                	[36]
37	trip           	B-MOTION        	[NA]                	[37]
38	on             	B-MOTION_SIGNAL 	[NA]                	[38]
39	foot           	I-MOTION_SIGNAL 	[NA]                	[39]
40	on             	B-MOTION_SIGNAL 	[NA]                	[40]
41	the            	O               	[NA]                	[41]
42	Dealu          	B-PLACE         	[NA]                	[42]
43	Mare           	I-PLACE         	[NA]                	[43]
